test_path, alpha, beta, total_weighted_sum, total_computation_time, total_pred_time, total_opti_time, self.precision*100 
./sample_data/artificial/testlog_0806_1_140.csv, 0.0, 0.5, 7372, 68.71558499336243, 65.43993210792542, 3.2756528854370117, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.0, 0.6, 2040, 21.893248558044434, 18.81607174873352, 3.077176809310913, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.0, 0.6, 3172, 31.150119066238403, 28.00752592086792, 3.1425931453704834, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.0, 0.6, 4173, 40.32518935203552, 37.10182762145996, 3.2233617305755615, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.0, 0.6, 4829, 50.060184717178345, 46.819528341293335, 3.2406563758850098, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.0, 0.6, 5918, 59.94987654685974, 56.65612530708313, 3.2937512397766113, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.0, 0.6, 7454, 68.92234301567078, 65.48013639450073, 3.442206621170044, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.0, 0.7, 2040, 21.70978355407715, 18.715680837631226, 2.994102716445923, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.0, 0.7, 3126, 31.11694312095642, 27.99056839942932, 3.1263747215270996, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.0, 0.7, 4225, 41.04893469810486, 37.855355739593506, 3.1935789585113525, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.0, 0.7, 4865, 50.33762335777283, 46.82819128036499, 3.509432077407837, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.0, 0.7, 5898, 59.59470462799072, 56.25225877761841, 3.3424458503723145, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.0, 0.7, 7406, 68.81212067604065, 65.4897894859314, 3.322331190109253, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.0, 0.8, 2078, 22.016414880752563, 18.938636302947998, 3.0777785778045654, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.0, 0.8, 3190, 30.805729389190674, 27.768760681152344, 3.03696870803833, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.0, 0.8, 4185, 40.510682582855225, 37.369410037994385, 3.14127254486084, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.0, 0.8, 4846, 50.314799308776855, 47.127654790878296, 3.1871445178985596, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.0, 0.8, 5982, 60.50415253639221, 57.22477054595947, 3.2793819904327393, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.0, 0.8, 7406, 68.8404860496521, 65.4221773147583, 3.418308734893799, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.0, 0.9, 2001, 21.591389179229736, 18.54737949371338, 3.0440096855163574, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.0, 0.9, 3162, 31.531843662261963, 28.185303449630737, 3.3465402126312256, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.0, 0.9, 4149, 41.04468631744385, 37.8578200340271, 3.186866283416748, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.0, 0.9, 4816, 50.402517557144165, 47.068060874938965, 3.3344566822052, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.0, 0.9, 5914, 59.76988887786865, 56.471691608428955, 3.2981972694396973, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.0, 0.9, 7419, 68.77428913116455, 65.45038938522339, 3.323899745941162, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.0, 1.0, 2054, 21.601111888885498, 18.60032343864441, 3.000788450241089, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.0, 1.0, 3198, 30.83733320236206, 27.726303577423096, 3.111029624938965, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.0, 1.0, 4207, 40.37285876274109, 37.18838429450989, 3.184474468231201, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.0, 1.0, 4846, 50.37851047515869, 47.13397145271301, 3.2445390224456787, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.0, 1.0, 5999, 60.36194443702698, 56.986488819122314, 3.375455617904663, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.0, 1.0, 7368, 68.75686597824097, 65.36222457885742, 3.394641399383545, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.0, 2148, 21.60425090789795, 18.587974548339844, 3.0162763595581055, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.0, 3320, 31.253654718399048, 28.051759243011475, 3.2018954753875732, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.0, 4283, 40.872856855392456, 37.6279034614563, 3.2449533939361572, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.0, 5000, 50.59503412246704, 47.320197343826294, 3.274836778640747, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.0, 6035, 60.89401030540466, 57.39232778549194, 3.5016825199127197, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.0, 7533, 68.73970055580139, 65.31810450553894, 3.421596050262451, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.1, 2370, 21.739879846572876, 18.68646216392517, 3.053417682647705, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.1, 3656, 30.998114109039307, 27.888892650604248, 3.1092214584350586, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.1, 4859, 40.56691360473633, 37.24653077125549, 3.320382833480835, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.1, 5414, 50.45741820335388, 47.17434501647949, 3.2830731868743896, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.1, 6737, 59.975419998168945, 56.41581058502197, 3.5596094131469727, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.1, 8356, 69.07215809822083, 65.66937780380249, 3.402780294418335, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.2, 2314, 21.756197929382324, 18.70506000518799, 3.051137924194336, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.2, 3515, 31.158934831619263, 27.975524425506592, 3.183410406112671, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.2, 4593, 40.800551414489746, 37.529080390930176, 3.2714710235595703, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.2, 5478, 50.48582339286804, 47.20747208595276, 3.278351306915283, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.2, 6506, 59.7684223651886, 56.43367648124695, 3.3347458839416504, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.2, 8041, 68.1168749332428, 64.72611331939697, 3.390761613845825, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.3, 2400, 22.121591806411743, 19.064465761184692, 3.057126045227051, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.3, 3621, 31.21031403541565, 28.109131336212158, 3.101182699203491, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.3, 4542, 40.248374700546265, 37.075103759765625, 3.1732709407806396, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.3, 5288, 50.350903272628784, 47.04390859603882, 3.306994676589966, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.3, 6447, 60.319233894348145, 56.99681067466736, 3.322423219680786, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.3, 8242, 68.60420107841492, 65.26124978065491, 3.3429512977600098, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.4, 2388, 21.942786931991577, 18.911922693252563, 3.0308642387390137, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.4, 3596, 31.208446741104126, 28.113476991653442, 3.0949697494506836, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.4, 4603, 40.668490171432495, 37.449893951416016, 3.2185962200164795, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.4, 5404, 50.17617893218994, 46.85572075843811, 3.320458173751831, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.4, 6602, 60.195494651794434, 56.77078080177307, 3.4247138500213623, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.4, 8210, 69.55899381637573, 66.16321897506714, 3.3957748413085938, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.5, 2415, 22.02467918395996, 18.88372778892517, 3.14095139503479, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.5, 3441, 30.825127124786377, 27.63704490661621, 3.188082218170166, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.5, 4654, 40.896631956100464, 37.66387915611267, 3.232752799987793, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.5, 5573, 50.90090298652649, 47.57955288887024, 3.32135009765625, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.5, 6595, 59.99226260185242, 56.5954909324646, 3.3967716693878174, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.5, 8090, 68.80187606811523, 65.37609362602234, 3.4257824420928955, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.6, 2195, 21.948113441467285, 18.6877384185791, 3.2603750228881836, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.6, 3596, 31.015729665756226, 27.867870569229126, 3.1478590965270996, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.6, 4570, 41.091878175735474, 37.820677280426025, 3.2712008953094482, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.6, 5397, 50.175307512283325, 46.86206531524658, 3.313242197036743, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.6, 6814, 59.916778564453125, 56.553914070129395, 3.3628644943237305, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.6, 8245, 69.22084999084473, 65.84880113601685, 3.372048854827881, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.7, 2335, 21.990817546844482, 18.97015404701233, 3.0206634998321533, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.7, 3453, 31.18269968032837, 28.022358179092407, 3.160341501235962, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.7, 4612, 40.914745569229126, 37.67777729034424, 3.2369682788848877, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.7, 5378, 50.147159576416016, 46.87731075286865, 3.2698488235473633, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.7, 6434, 59.89818572998047, 56.52456593513489, 3.373619794845581, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.7, 8127, 69.35599899291992, 65.86660599708557, 3.4893929958343506, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.8, 2261, 21.789971351623535, 18.67606496810913, 3.1139063835144043, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.8, 3564, 31.212083339691162, 28.01829433441162, 3.193789005279541, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.8, 4533, 40.76914119720459, 37.56343674659729, 3.2057044506073, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.8, 5394, 50.62146806716919, 47.223567962646484, 3.397900104522705, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.8, 6654, 60.33322620391846, 56.88600444793701, 3.4472217559814453, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.8, 8214, 68.76117706298828, 65.1938316822052, 3.567345380783081, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 0.9, 2406, 22.223355054855347, 19.108314514160156, 3.1150405406951904, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 0.9, 3514, 31.119542598724365, 27.900462865829468, 3.2190797328948975, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 0.9, 4582, 40.840683937072754, 37.602428913116455, 3.238255023956299, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 0.9, 5393, 50.27296757698059, 46.951462268829346, 3.321505308151245, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 0.9, 6537, 60.515535831451416, 57.17350649833679, 3.342029333114624, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 0.9, 8093, 69.27981543540955, 65.79380655288696, 3.486008882522583, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.1, 1.0, 2216, 21.84198808670044, 18.815043449401855, 3.026944637298584, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.1, 1.0, 3537, 30.896378993988037, 27.752763271331787, 3.14361572265625, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.1, 1.0, 4572, 41.11288785934448, 37.8389253616333, 3.2739624977111816, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.1, 1.0, 5383, 50.31679439544678, 47.02643799781799, 3.290356397628784, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.1, 1.0, 6598, 60.13246965408325, 56.63847827911377, 3.4939913749694824, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.1, 1.0, 8209, 69.72596716880798, 65.99920272827148, 3.726764440536499, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.0, 2140, 21.79229235649109, 18.841879844665527, 2.9504125118255615, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.0, 3244, 30.684868574142456, 27.517739057540894, 3.1671295166015625, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.0, 4261, 40.9755322933197, 37.73773670196533, 3.23779559135437, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.0, 4920, 50.901705503463745, 47.63341021537781, 3.2682952880859375, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.0, 6071, 60.72320628166199, 57.336430072784424, 3.3867762088775635, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.0, 7456, 69.59414529800415, 66.0792829990387, 3.514862298965454, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.1, 2402, 21.797842264175415, 18.612640142440796, 3.185202121734619, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.1, 3598, 30.981175899505615, 27.736722230911255, 3.2444536685943604, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.1, 4962, 40.75382208824158, 37.4558801651001, 3.2979419231414795, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.1, 5800, 50.38202261924744, 46.97772550582886, 3.404297113418579, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.1, 6889, 60.476022243499756, 56.9810516834259, 3.4949705600738525, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.1, 8671, 68.9634952545166, 65.4089126586914, 3.5545825958251953, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.2, 2375, 21.737305879592896, 18.681976556777954, 3.0553293228149414, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.2, 3474, 31.04333806037903, 27.89878797531128, 3.144550085067749, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.2, 4576, 40.073162317276, 36.876216173172, 3.196946144104004, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.2, 5426, 50.13063883781433, 46.785223722457886, 3.3454151153564453, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.2, 6934, 60.22175073623657, 56.7062304019928, 3.5155203342437744, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.2, 8254, 69.39387917518616, 65.8632242679596, 3.5306549072265625, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.3, 2314, 22.01259183883667, 18.872668266296387, 3.139923572540283, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.3, 3608, 31.259816646575928, 27.999226331710815, 3.2605903148651123, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.3, 4461, 41.2774543762207, 38.05198860168457, 3.225465774536133, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.3, 5412, 50.358413219451904, 46.929123401641846, 3.4292898178100586, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.3, 6696, 59.37284255027771, 55.988789081573486, 3.3840534687042236, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.3, 8220, 68.38701462745667, 64.95948314666748, 3.4275314807891846, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.4, 2301, 21.62322497367859, 18.55113458633423, 3.0720903873443604, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.4, 3629, 30.96482563018799, 27.794706106185913, 3.170119524002075, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.4, 4854, 40.5041241645813, 37.26756739616394, 3.2365567684173584, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.4, 5454, 49.91736078262329, 46.59849500656128, 3.3188657760620117, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.4, 6629, 59.99384164810181, 56.585984230041504, 3.4078574180603027, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.4, 8301, 68.43478679656982, 64.9950852394104, 3.439701557159424, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.5, 2275, 21.724047422409058, 18.719111919403076, 3.0049355030059814, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.5, 3539, 30.701884746551514, 27.57493019104004, 3.1269545555114746, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.5, 4530, 40.268895387649536, 37.05718493461609, 3.2117104530334473, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.5, 5409, 49.94805836677551, 46.60000538825989, 3.348052978515625, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.5, 6510, 59.27600312232971, 55.942758321762085, 3.333244800567627, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.5, 8161, 68.3014669418335, 64.86162638664246, 3.43984055519104, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.6, 2374, 21.806671619415283, 18.737297773361206, 3.069373846054077, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.6, 3564, 30.815266847610474, 27.672375917434692, 3.1428909301757812, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.6, 4601, 40.47514319419861, 37.26350951194763, 3.2116336822509766, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.6, 5454, 50.02124738693237, 46.72794699668884, 3.2933003902435303, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.6, 6667, 60.259321451187134, 56.85962796211243, 3.399693489074707, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.6, 8162, 69.18393635749817, 65.69652128219604, 3.487415075302124, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.7, 2241, 22.086769104003906, 18.894117832183838, 3.1926512718200684, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.7, 3578, 30.93875288963318, 27.808311223983765, 3.130441665649414, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.7, 4610, 41.550215005874634, 38.02854943275452, 3.521665573120117, 0.0% 
./sample_data/artificial/testlog_0806_1_100.csv, 0.2, 0.7, 5489, 50.51933026313782, 47.12174344062805, 3.3975868225097656, 0.0% 
./sample_data/artificial/testlog_0806_1_120.csv, 0.2, 0.7, 6559, 60.28506278991699, 56.73450493812561, 3.550557851791382, 0.0% 
./sample_data/artificial/testlog_0806_1_140.csv, 0.2, 0.7, 8142, 68.66711354255676, 65.2029185295105, 3.4641950130462646, 0.0% 
./sample_data/artificial/testlog_0806_1_40.csv, 0.2, 0.8, 2344, 22.517202377319336, 19.355019569396973, 3.1621828079223633, 0.0% 
./sample_data/artificial/testlog_0806_1_60.csv, 0.2, 0.8, 3609, 30.880772829055786, 27.64049744606018, 3.2402753829956055, 0.0% 
./sample_data/artificial/testlog_0806_1_80.csv, 0.2, 0.8, 4800, 40.96441888809204, 37.69033980369568, 3.2740790843963623, 0.0% 
